dataset: GLI85 | 2 classes | 22283 features | deivce: cpu
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
1layers, Final test  ACC: 70.5882 %
hd:128, dp:0.5, wd:0.05, layer 2 
epoch 1 | train ACC 52.9412 % | test ACC 54.4118 % | train loss 0.1578
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0341
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0139
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0107
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.009
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0085
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0083
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0083
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0083
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0083
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0083
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0084
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0084
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0085
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0085
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0086
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0087
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0086
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0088
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0087
2layers, Final test  ACC: 70.5882 %
hd:128, dp:0.5, wd:0.05, layer 3 
epoch 1 | train ACC 47.0588 % | test ACC 41.1765 % | train loss 0.1578
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0341
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0138
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0104
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.009
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0096
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0102
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0105
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0118
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0113
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0111
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0126
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0118
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0109
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0108
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0109
epoch 161 | train ACC 82.3529 % | test ACC 70.5882 % | train loss 0.0119
epoch 171 | train ACC 82.3529 % | test ACC 80.8824 % | train loss 0.0133
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.017
epoch 191 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0106
3layers, Final test  ACC: 80.8824 %
hd:128, dp:0.5, wd:0.05, layer 4 
epoch 1 | train ACC 29.4118 % | test ACC 29.4118 % | train loss 0.1579
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0341
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0144
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.012
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.012
epoch 51 | train ACC 88.2353 % | test ACC 72.0588 % | train loss 0.0133
epoch 61 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.0111
epoch 71 | train ACC 82.3529 % | test ACC 66.1765 % | train loss 0.0114
epoch 81 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0126
epoch 91 | train ACC 76.4706 % | test ACC 73.5294 % | train loss 0.009
epoch 101 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0072
epoch 111 | train ACC 88.2353 % | test ACC 72.0588 % | train loss 0.0067
epoch 121 | train ACC 82.3529 % | test ACC 73.5294 % | train loss 0.0074
epoch 131 | train ACC 100.0 % | test ACC 82.3529 % | train loss 0.0062
epoch 141 | train ACC 94.1176 % | test ACC 73.5294 % | train loss 0.0093
epoch 151 | train ACC 70.5882 % | test ACC 60.2941 % | train loss 0.0125
epoch 161 | train ACC 100.0 % | test ACC 82.3529 % | train loss 0.0099
epoch 171 | train ACC 82.3529 % | test ACC 69.1176 % | train loss 0.012
epoch 181 | train ACC 70.5882 % | test ACC 61.7647 % | train loss 0.0128
epoch 191 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0086
4layers, Final test  ACC: 79.4118 %
hd:128, dp:0.5, wd:0.05, layer 5 
epoch 1 | train ACC 35.2941 % | test ACC 30.8824 % | train loss 0.1581
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0337
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0166
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0187
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0207
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0122
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0137
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.012
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0084
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0143
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0111
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0127
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0112
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0094
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0117
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0092
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0101
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0105
epoch 181 | train ACC 76.4706 % | test ACC 63.2353 % | train loss 0.0112
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0105
5layers, Final test  ACC: 70.5882 %
hd:128, dp:0.5, wd:0.05, layer 6 
epoch 1 | train ACC 58.8235 % | test ACC 47.0588 % | train loss 0.158
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.034
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.016
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.014
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0248
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0137
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0122
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0133
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0092
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0183
epoch 101 | train ACC 35.2941 % | test ACC 29.4118 % | train loss 0.0115
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0086
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0102
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0102
epoch 141 | train ACC 35.2941 % | test ACC 29.4118 % | train loss 0.0171
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0109
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0094
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0085
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0067
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0147
6layers, Final test  ACC: 70.5882 %
hd:128, dp:0.5, wd:0.05, layer 7 
epoch 1 | train ACC 58.8235 % | test ACC 44.1177 % | train loss 0.158
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0361
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0142
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0139
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0142
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0148
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0164
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0107
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0106
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0112
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0297
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0237
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0126
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0105
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0167
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0119
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0176
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0107
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0154
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0165
7layers, Final test  ACC: 70.5882 %
hd:128, dp:0.5, wd:0.05, layer 8 
epoch 1 | train ACC 64.7059 % | test ACC 42.6471 % | train loss 0.1579
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0359
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0148
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0124
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.012
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0153
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0134
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0121
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0181
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0115
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0163
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0086
epoch 121 | train ACC 64.7059 % | test ACC 69.1177 % | train loss 0.0328
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0153
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.012
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0129
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0092
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.011
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0247
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0158
8layers, Final test  ACC: 70.5882 %
Layer 1, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 2, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 3, Acc:0.8088235259056091, F:0.8462, Pr:0.8471, Auc:0.8145, Rec:0.8471
Layer 4, Acc:0.7941176295280457, F:0.8334, Pr:0.8353, Auc:0.7953, Rec:0.8353
Layer 5, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 6, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 7, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 8, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 3, max_Acc:80.882353, F:0.8462, Pr:0.8471, Auc:0.8145, Rec:0.8471
hd:128, dp:0.6, wd:0.0005, layer 1 
epoch 1 | train ACC 64.7059 % | test ACC 64.7059 % | train loss 0.0082
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
1layers, Final test  ACC: 70.5882 %
hd:128, dp:0.6, wd:0.0005, layer 2 
epoch 1 | train ACC 52.9412 % | test ACC 35.2941 % | train loss 0.0097
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0084
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.008
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.008
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.008
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0079
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.008
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0079
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0078
epoch 111 | train ACC 70.5882 % | test ACC 70.5882 % | train loss 0.0076
epoch 121 | train ACC 70.5882 % | test ACC 70.5882 % | train loss 0.0079
epoch 131 | train ACC 64.7059 % | test ACC 75.0 % | train loss 0.0078
epoch 141 | train ACC 64.7059 % | test ACC 73.5294 % | train loss 0.0077
epoch 151 | train ACC 76.4706 % | test ACC 70.5882 % | train loss 0.0076
epoch 161 | train ACC 82.3529 % | test ACC 72.0588 % | train loss 0.0077
epoch 171 | train ACC 64.7059 % | test ACC 76.4706 % | train loss 0.0084
epoch 181 | train ACC 70.5882 % | test ACC 76.4706 % | train loss 0.008
epoch 191 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0073
2layers, Final test  ACC: 77.9412 %
hd:128, dp:0.6, wd:0.0005, layer 3 
epoch 1 | train ACC 52.9412 % | test ACC 48.5294 % | train loss 0.0097
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0079
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0069
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0059
epoch 41 | train ACC 82.3529 % | test ACC 76.4706 % | train loss 0.0052
epoch 51 | train ACC 100.0 % | test ACC 72.0588 % | train loss 0.0035
epoch 61 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0034
epoch 71 | train ACC 88.2353 % | test ACC 67.6471 % | train loss 0.005
epoch 81 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0067
epoch 91 | train ACC 100.0 % | test ACC 73.5294 % | train loss 0.0047
epoch 101 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0037
epoch 111 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0033
epoch 121 | train ACC 94.1176 % | test ACC 80.8824 % | train loss 0.0035
epoch 131 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0031
epoch 141 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0028
epoch 151 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0049
epoch 161 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0039
epoch 171 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0042
epoch 181 | train ACC 100.0 % | test ACC 73.5294 % | train loss 0.0032
epoch 191 | train ACC 100.0 % | test ACC 80.8824 % | train loss 0.0024
3layers, Final test  ACC: 77.9412 %
hd:128, dp:0.6, wd:0.0005, layer 4 
epoch 1 | train ACC 41.1765 % | test ACC 41.1765 % | train loss 0.0097
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0073
epoch 21 | train ACC 70.5882 % | test ACC 70.5882 % | train loss 0.0054
epoch 31 | train ACC 88.2353 % | test ACC 69.1176 % | train loss 0.0055
epoch 41 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0048
epoch 51 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0034
epoch 61 | train ACC 76.4706 % | test ACC 72.0588 % | train loss 0.0052
epoch 71 | train ACC 100.0 % | test ACC 72.0588 % | train loss 0.0036
epoch 81 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.0083
epoch 91 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.003
epoch 101 | train ACC 100.0 % | test ACC 83.8235 % | train loss 0.0027
epoch 111 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0046
epoch 121 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0024
epoch 131 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.002
epoch 141 | train ACC 94.1176 % | test ACC 73.5294 % | train loss 0.0059
epoch 151 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0065
epoch 161 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0045
epoch 171 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0031
epoch 181 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.002
epoch 191 | train ACC 100.0 % | test ACC 80.8824 % | train loss 0.0018
4layers, Final test  ACC: 76.4706 %
hd:128, dp:0.6, wd:0.0005, layer 5 
epoch 1 | train ACC 52.9412 % | test ACC 44.1176 % | train loss 0.0097
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0065
epoch 21 | train ACC 94.1176 % | test ACC 80.8824 % | train loss 0.006
epoch 31 | train ACC 58.8235 % | test ACC 41.1765 % | train loss 0.0098
epoch 41 | train ACC 82.3529 % | test ACC 58.8235 % | train loss 0.008
epoch 51 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0062
epoch 61 | train ACC 88.2353 % | test ACC 76.4706 % | train loss 0.0039
epoch 71 | train ACC 94.1176 % | test ACC 82.3529 % | train loss 0.0045
epoch 81 | train ACC 88.2353 % | test ACC 70.5882 % | train loss 0.0042
epoch 91 | train ACC 88.2353 % | test ACC 70.5882 % | train loss 0.0072
epoch 101 | train ACC 100.0 % | test ACC 80.8824 % | train loss 0.004
epoch 111 | train ACC 88.2353 % | test ACC 76.4706 % | train loss 0.0051
epoch 121 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0044
epoch 131 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.0034
epoch 141 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.0031
epoch 151 | train ACC 82.3529 % | test ACC 73.5294 % | train loss 0.0076
epoch 161 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0041
epoch 171 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0033
epoch 181 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0031
epoch 191 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0052
5layers, Final test  ACC: 79.4118 %
hd:128, dp:0.6, wd:0.0005, layer 6 
epoch 1 | train ACC 41.1765 % | test ACC 52.9412 % | train loss 0.0097
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.007
epoch 21 | train ACC 64.7059 % | test ACC 73.5294 % | train loss 0.0054
epoch 31 | train ACC 94.1176 % | test ACC 72.0588 % | train loss 0.0048
epoch 41 | train ACC 76.4706 % | test ACC 72.0588 % | train loss 0.0077
epoch 51 | train ACC 100.0 % | test ACC 70.5882 % | train loss 0.0063
epoch 61 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0046
epoch 71 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0024
epoch 81 | train ACC 94.1176 % | test ACC 72.0588 % | train loss 0.0049
epoch 91 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0042
epoch 101 | train ACC 100.0 % | test ACC 83.8235 % | train loss 0.0024
epoch 111 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0019
epoch 121 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.005
epoch 131 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0034
epoch 141 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0027
epoch 151 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.0087
epoch 161 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0035
epoch 171 | train ACC 100.0 % | test ACC 80.8824 % | train loss 0.0026
epoch 181 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0025
epoch 191 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0027
6layers, Final test  ACC: 77.9412 %
hd:128, dp:0.6, wd:0.0005, layer 7 
epoch 1 | train ACC 47.0588 % | test ACC 54.4118 % | train loss 0.0097
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0061
epoch 21 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0068
epoch 31 | train ACC 35.2941 % | test ACC 29.4118 % | train loss 0.0106
epoch 41 | train ACC 64.7059 % | test ACC 67.6471 % | train loss 0.0098
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.009
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0053
epoch 81 | train ACC 70.5882 % | test ACC 70.5882 % | train loss 0.0058
epoch 91 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0047
epoch 101 | train ACC 88.2353 % | test ACC 79.4118 % | train loss 0.0044
epoch 111 | train ACC 76.4706 % | test ACC 58.8235 % | train loss 0.0077
epoch 121 | train ACC 82.3529 % | test ACC 70.5882 % | train loss 0.0063
epoch 131 | train ACC 94.1176 % | test ACC 73.5294 % | train loss 0.0039
epoch 141 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.0046
epoch 151 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0041
epoch 161 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0019
epoch 171 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.0014
epoch 181 | train ACC 82.3529 % | test ACC 72.0588 % | train loss 0.0081
epoch 191 | train ACC 100.0 % | test ACC 73.5294 % | train loss 0.0049
7layers, Final test  ACC: 77.9412 %
hd:128, dp:0.6, wd:0.0005, layer 8 
epoch 1 | train ACC 41.1765 % | test ACC 38.2353 % | train loss 0.0097
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.008
epoch 21 | train ACC 70.5882 % | test ACC 72.0588 % | train loss 0.0048
epoch 31 | train ACC 35.2941 % | test ACC 35.2941 % | train loss 0.0108
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0085
epoch 51 | train ACC 76.4706 % | test ACC 72.0588 % | train loss 0.0076
epoch 61 | train ACC 88.2353 % | test ACC 70.5882 % | train loss 0.0063
epoch 71 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.006
epoch 81 | train ACC 88.2353 % | test ACC 72.0588 % | train loss 0.0046
epoch 91 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.003
epoch 101 | train ACC 82.3529 % | test ACC 72.0588 % | train loss 0.008
epoch 111 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.007
epoch 121 | train ACC 94.1176 % | test ACC 73.5294 % | train loss 0.0062
epoch 131 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0029
epoch 141 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0064
epoch 151 | train ACC 94.1176 % | test ACC 80.8823 % | train loss 0.0083
epoch 161 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0045
epoch 171 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0083
epoch 181 | train ACC 64.7059 % | test ACC 57.3529 % | train loss 0.0137
epoch 191 | train ACC 82.3529 % | test ACC 66.1765 % | train loss 0.0138
8layers, Final test  ACC: 75.0 %
Layer 1, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 2, Acc:0.779411792755127, F:0.7871, Pr:0.8118, Auc:0.7031, Rec:0.8118
Layer 3, Acc:0.7794117331504822, F:0.8177, Pr:0.8235, Auc:0.7653, Rec:0.8235
Layer 4, Acc:0.7647058963775635, F:0.8175, Pr:0.8118, Auc:0.8214, Rec:0.8118
Layer 5, Acc:0.7941176295280457, F:0.8311, Pr:0.8353, Auc:0.7846, Rec:0.8353
Layer 6, Acc:0.7794117331504822, F:0.8225, Pr:0.8235, Auc:0.7868, Rec:0.8235
Layer 7, Acc:0.7794117331504822, F:0.8147, Pr:0.8235, Auc:0.7546, Rec:0.8235
Layer 8, Acc:0.75, F:0.8056, Pr:0.8, Auc:0.8022, Rec:0.8
Layer 5, max_Acc:79.411763, F:0.8311, Pr:0.8353, Auc:0.7846, Rec:0.8353
hd:128, dp:0.6, wd:0.005, layer 1 
epoch 1 | train ACC 58.8235 % | test ACC 67.6471 % | train loss 0.0084
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
