dataset: CLL_SUB | 3 classes | 11340 features | deivce: cpu
epoch 71 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.0095
epoch 81 | train ACC 57.1429 % | test ACC 37.7778 % | train loss 0.0091
epoch 91 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0103
epoch 101 | train ACC 47.6191 % | test ACC 37.7778 % | train loss 0.0093
epoch 111 | train ACC 47.619 % | test ACC 51.1111 % | train loss 0.0103
epoch 121 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0107
epoch 131 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0106
epoch 141 | train ACC 33.3333 % | test ACC 54.4444 % | train loss 0.0107
epoch 151 | train ACC 42.8571 % | test ACC 47.7778 % | train loss 0.0108
epoch 161 | train ACC 57.1429 % | test ACC 50.0 % | train loss 0.01
epoch 171 | train ACC 57.1429 % | test ACC 41.1111 % | train loss 0.0098
epoch 181 | train ACC 47.619 % | test ACC 50.0 % | train loss 0.0093
epoch 191 | train ACC 42.8571 % | test ACC 37.7778 % | train loss 0.0108
7layers, Final test  ACC: 45.5556 %
hd:32, dp:0.9, wd:0.005, layer 8 
epoch 1 | train ACC 23.8095 % | test ACC 26.6667 % | train loss 0.0128
epoch 11 | train ACC 42.8571 % | test ACC 41.1111 % | train loss 0.0101
epoch 21 | train ACC 42.8571 % | test ACC 52.2222 % | train loss 0.01
epoch 31 | train ACC 61.9048 % | test ACC 50.0 % | train loss 0.0107
epoch 41 | train ACC 57.1429 % | test ACC 43.3333 % | train loss 0.0094
epoch 51 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0105
epoch 61 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0095
epoch 71 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0102
epoch 81 | train ACC 42.8571 % | test ACC 36.6667 % | train loss 0.01
epoch 91 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0102
epoch 101 | train ACC 52.381 % | test ACC 44.4444 % | train loss 0.0102
epoch 111 | train ACC 42.8571 % | test ACC 43.3333 % | train loss 0.0098
epoch 121 | train ACC 47.619 % | test ACC 40.0 % | train loss 0.0093
epoch 131 | train ACC 38.0952 % | test ACC 46.6667 % | train loss 0.0107
epoch 141 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0095
epoch 151 | train ACC 33.3333 % | test ACC 48.8889 % | train loss 0.0089
epoch 161 | train ACC 38.0952 % | test ACC 50.0 % | train loss 0.0121
epoch 171 | train ACC 42.8571 % | test ACC 48.8889 % | train loss 0.0104
epoch 181 | train ACC 42.8571 % | test ACC 43.3333 % | train loss 0.01
epoch 191 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0095
8layers, Final test  ACC: 45.5556 %
Layer 1, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3699, Rec:0.4595
Layer 2, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3366, Rec:0.4595
Layer 3, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7272, Rec:0.4595
Layer 4, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7266, Rec:0.4595
Layer 5, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7268, Rec:0.4595
Layer 6, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7267, Rec:0.4595
Layer 7, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7021, Rec:0.4595
Layer 8, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7268, Rec:0.4595
Layer 1, max_Acc:45.555556, F:0.2893, Pr:0.4595, Auc:0.3699, Rec:0.4595
hd:32, dp:0.9, wd:0.05, layer 1 
epoch 1 | train ACC 42.8571 % | test ACC 26.6667 % | train loss 0.0126
epoch 11 | train ACC 52.381 % | test ACC 50.0 % | train loss 0.0101
epoch 21 | train ACC 38.0952 % | test ACC 53.3333 % | train loss 0.01
epoch 31 | train ACC 47.619 % | test ACC 42.2222 % | train loss 0.0099
epoch 41 | train ACC 38.0952 % | test ACC 41.1111 % | train loss 0.0099
epoch 51 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.0099
epoch 61 | train ACC 57.1429 % | test ACC 44.4444 % | train loss 0.0099
epoch 71 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 81 | train ACC 38.0952 % | test ACC 50.0 % | train loss 0.0099
epoch 91 | train ACC 38.0952 % | test ACC 40.0 % | train loss 0.0099
epoch 101 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0099
epoch 111 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0099
epoch 121 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0099
epoch 131 | train ACC 42.8571 % | test ACC 41.1111 % | train loss 0.0099
epoch 141 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0099
epoch 151 | train ACC 47.619 % | test ACC 53.3333 % | train loss 0.0099
epoch 161 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 171 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.0099
epoch 181 | train ACC 33.3333 % | test ACC 45.5556 % | train loss 0.0099
epoch 191 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.0099
1layers, Final test  ACC: 45.5556 %
hd:32, dp:0.9, wd:0.05, layer 2 
epoch 1 | train ACC 23.8095 % | test ACC 34.4444 % | train loss 0.0387
epoch 11 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.0125
epoch 21 | train ACC 52.381 % | test ACC 52.2222 % | train loss 0.0112
epoch 31 | train ACC 38.0952 % | test ACC 44.4444 % | train loss 0.0104
epoch 41 | train ACC 52.381 % | test ACC 37.7778 % | train loss 0.0101
epoch 51 | train ACC 42.8571 % | test ACC 37.7778 % | train loss 0.01
epoch 61 | train ACC 28.5714 % | test ACC 44.4444 % | train loss 0.0101
epoch 71 | train ACC 33.3333 % | test ACC 51.1111 % | train loss 0.0101
epoch 81 | train ACC 52.381 % | test ACC 54.4444 % | train loss 0.0101
epoch 91 | train ACC 66.6667 % | test ACC 42.2222 % | train loss 0.0101
epoch 101 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0102
epoch 111 | train ACC 57.1429 % | test ACC 45.5556 % | train loss 0.0102
epoch 121 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0103
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0104
epoch 141 | train ACC 38.0952 % | test ACC 46.6667 % | train loss 0.0104
epoch 151 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0104
epoch 161 | train ACC 57.1429 % | test ACC 50.0 % | train loss 0.0105
epoch 171 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0104
epoch 181 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0105
epoch 191 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0108
2layers, Final test  ACC: 45.5556 %
hd:32, dp:0.9, wd:0.05, layer 3 
epoch 1 | train ACC 52.381 % | test ACC 44.4444 % | train loss 0.0386
epoch 11 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0126
epoch 21 | train ACC 52.381 % | test ACC 40.0 % | train loss 0.0112
epoch 31 | train ACC 38.0952 % | test ACC 54.4444 % | train loss 0.0105
epoch 41 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0102
epoch 51 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0099
epoch 61 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.01
epoch 71 | train ACC 52.381 % | test ACC 48.8889 % | train loss 0.0104
epoch 81 | train ACC 38.0952 % | test ACC 46.6667 % | train loss 0.0107
epoch 91 | train ACC 42.8571 % | test ACC 43.3333 % | train loss 0.0105
epoch 101 | train ACC 33.3333 % | test ACC 46.6667 % | train loss 0.0112
epoch 111 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0103
epoch 121 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0107
epoch 131 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0123
epoch 141 | train ACC 71.4286 % | test ACC 46.6667 % | train loss 0.0109
epoch 151 | train ACC 42.8571 % | test ACC 48.8889 % | train loss 0.0124
epoch 161 | train ACC 52.381 % | test ACC 41.1111 % | train loss 0.0109
epoch 171 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0117
epoch 181 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0113
epoch 191 | train ACC 47.619 % | test ACC 51.1111 % | train loss 0.0115
3layers, Final test  ACC: 45.5556 %
hd:32, dp:0.9, wd:0.05, layer 4 
epoch 1 | train ACC 19.0476 % | test ACC 30.0 % | train loss 0.0387
epoch 11 | train ACC 38.0952 % | test ACC 34.4444 % | train loss 0.0125
epoch 21 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.0112
epoch 31 | train ACC 57.1429 % | test ACC 41.1111 % | train loss 0.0104
epoch 41 | train ACC 52.381 % | test ACC 37.7778 % | train loss 0.0099
epoch 51 | train ACC 61.9048 % | test ACC 41.1111 % | train loss 0.0092
epoch 61 | train ACC 52.381 % | test ACC 44.4444 % | train loss 0.0105
epoch 71 | train ACC 61.9048 % | test ACC 47.7778 % | train loss 0.0122
epoch 81 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0112
epoch 91 | train ACC 47.619 % | test ACC 48.8889 % | train loss 0.0121
epoch 101 | train ACC 47.619 % | test ACC 48.8889 % | train loss 0.0124
epoch 111 | train ACC 42.8571 % | test ACC 54.4444 % | train loss 0.0106
epoch 121 | train ACC 66.6667 % | test ACC 42.2222 % | train loss 0.012
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0116
epoch 141 | train ACC 52.381 % | test ACC 58.8889 % | train loss 0.0112
epoch 151 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0122
epoch 161 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0114
epoch 171 | train ACC 28.5714 % | test ACC 45.5556 % | train loss 0.0128
epoch 181 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.012
epoch 191 | train ACC 42.8571 % | test ACC 38.8889 % | train loss 0.0112
4layers, Final test  ACC: 45.5556 %
hd:32, dp:0.9, wd:0.05, layer 5 
epoch 1 | train ACC 33.3333 % | test ACC 24.4444 % | train loss 0.0387
epoch 11 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0125
epoch 21 | train ACC 52.381 % | test ACC 50.0 % | train loss 0.0112
epoch 31 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0103
epoch 41 | train ACC 47.619 % | test ACC 50.0 % | train loss 0.0123
epoch 51 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0122
epoch 61 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0113
epoch 71 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.0109
epoch 81 | train ACC 61.9048 % | test ACC 44.4444 % | train loss 0.0116
epoch 91 | train ACC 38.0952 % | test ACC 36.6667 % | train loss 0.0109
epoch 101 | train ACC 47.619 % | test ACC 48.8889 % | train loss 0.0125
epoch 111 | train ACC 38.0952 % | test ACC 48.8889 % | train loss 0.0128
epoch 121 | train ACC 47.619 % | test ACC 40.0 % | train loss 0.011
epoch 131 | train ACC 71.4286 % | test ACC 38.8889 % | train loss 0.0106
epoch 141 | train ACC 42.8571 % | test ACC 52.2222 % | train loss 0.0115
epoch 151 | train ACC 38.0952 % | test ACC 37.7778 % | train loss 0.0115
epoch 161 | train ACC 33.3333 % | test ACC 47.7778 % | train loss 0.0118
epoch 171 | train ACC 52.381 % | test ACC 42.2222 % | train loss 0.0112
epoch 181 | train ACC 47.619 % | test ACC 51.1111 % | train loss 0.0126
epoch 191 | train ACC 47.619 % | test ACC 48.8889 % | train loss 0.013
5layers, Final test  ACC: 45.5556 %
hd:32, dp:0.9, wd:0.05, layer 6 
epoch 1 | train ACC 33.3333 % | test ACC 36.6667 % | train loss 0.0387
epoch 11 | train ACC 33.3333 % | test ACC 40.0 % | train loss 0.0125
epoch 21 | train ACC 57.1429 % | test ACC 44.4444 % | train loss 0.0112
epoch 31 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0107
epoch 41 | train ACC 57.1429 % | test ACC 41.1111 % | train loss 0.0099
epoch 51 | train ACC 61.9048 % | test ACC 42.2222 % | train loss 0.0109
epoch 61 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0115
epoch 71 | train ACC 23.8095 % | test ACC 48.8889 % | train loss 0.0103
epoch 81 | train ACC 47.619 % | test ACC 48.8889 % | train loss 0.0112
epoch 91 | train ACC 52.381 % | test ACC 41.1111 % | train loss 0.0108
epoch 101 | train ACC 42.8571 % | test ACC 40.0 % | train loss 0.0113
epoch 111 | train ACC 38.0952 % | test ACC 44.4444 % | train loss 0.0108
epoch 121 | train ACC 57.1429 % | test ACC 42.2222 % | train loss 0.0107
epoch 131 | train ACC 57.1429 % | test ACC 50.0 % | train loss 0.0114
epoch 141 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0109
epoch 151 | train ACC 42.8571 % | test ACC 53.3333 % | train loss 0.0116
epoch 161 | train ACC 33.3333 % | test ACC 50.0 % | train loss 0.0111
epoch 171 | train ACC 57.1429 % | test ACC 52.2222 % | train loss 0.0116
epoch 181 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0117
epoch 191 | train ACC 33.3333 % | test ACC 45.5556 % | train loss 0.0128
6layers, Final test  ACC: 45.5556 %
hd:32, dp:0.9, wd:0.05, layer 7 
epoch 1 | train ACC 38.0952 % | test ACC 33.3333 % | train loss 0.0387
epoch 11 | train ACC 57.1429 % | test ACC 41.1111 % | train loss 0.0124
epoch 21 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0112
epoch 31 | train ACC 52.381 % | test ACC 48.8889 % | train loss 0.012
epoch 41 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0111
epoch 51 | train ACC 57.1429 % | test ACC 48.8889 % | train loss 0.0109
epoch 61 | train ACC 42.8571 % | test ACC 41.1111 % | train loss 0.0119
epoch 71 | train ACC 57.1429 % | test ACC 44.4444 % | train loss 0.0113
epoch 81 | train ACC 52.381 % | test ACC 44.4444 % | train loss 0.0107
epoch 91 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0114
epoch 101 | train ACC 28.5714 % | test ACC 45.5556 % | train loss 0.0104
epoch 111 | train ACC 42.8571 % | test ACC 38.8889 % | train loss 0.0127
epoch 121 | train ACC 57.1429 % | test ACC 43.3333 % | train loss 0.0108
epoch 131 | train ACC 52.381 % | test ACC 40.0 % | train loss 0.0105
epoch 141 | train ACC 42.8571 % | test ACC 48.8889 % | train loss 0.0109
epoch 151 | train ACC 38.0952 % | test ACC 45.5556 % | train loss 0.0114
epoch 161 | train ACC 61.9048 % | test ACC 40.0 % | train loss 0.011
epoch 171 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0121
epoch 181 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0115
epoch 191 | train ACC 38.0952 % | test ACC 56.6667 % | train loss 0.0115
7layers, Final test  ACC: 45.5556 %
hd:32, dp:0.9, wd:0.05, layer 8 
epoch 1 | train ACC 23.8095 % | test ACC 40.0 % | train loss 0.0387
epoch 11 | train ACC 33.3333 % | test ACC 45.5556 % | train loss 0.0124
epoch 21 | train ACC 38.0952 % | test ACC 44.4444 % | train loss 0.013
epoch 31 | train ACC 38.0952 % | test ACC 41.1111 % | train loss 0.0108
epoch 41 | train ACC 52.381 % | test ACC 53.3333 % | train loss 0.0117
epoch 51 | train ACC 33.3333 % | test ACC 48.8889 % | train loss 0.0116
epoch 61 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0115
epoch 71 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.01
epoch 81 | train ACC 42.8571 % | test ACC 41.1111 % | train loss 0.0104
epoch 91 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0131
epoch 101 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0134
epoch 111 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.011
epoch 121 | train ACC 47.619 % | test ACC 42.2222 % | train loss 0.0127
epoch 131 | train ACC 42.8571 % | test ACC 47.7778 % | train loss 0.0136
epoch 141 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0119
epoch 151 | train ACC 57.1429 % | test ACC 42.2222 % | train loss 0.0106
epoch 161 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0113
epoch 171 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.013
epoch 181 | train ACC 61.9048 % | test ACC 44.4444 % | train loss 0.0118
epoch 191 | train ACC 33.3333 % | test ACC 45.5556 % | train loss 0.0131
8layers, Final test  ACC: 45.5556 %
Layer 1, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.4009, Rec:0.4595
Layer 2, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3239, Rec:0.4595
Layer 3, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.6392, Rec:0.4595
Layer 4, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7262, Rec:0.4595
Layer 5, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7111, Rec:0.4595
Layer 6, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.5303, Rec:0.4595
Layer 7, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7508, Rec:0.4595
Layer 8, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7268, Rec:0.4595
Layer 1, max_Acc:45.555556, F:0.2893, Pr:0.4595, Auc:0.4009, Rec:0.4595
hd:64, dp:0.4, wd:0.0005, layer 1 
epoch 1 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0099
epoch 11 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0098
epoch 21 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 31 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 41 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 51 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 61 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 71 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 81 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 91 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 101 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 111 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 121 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 141 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 151 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 161 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 171 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 181 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 191 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
1layers, Final test  ACC: 45.5556 %
hd:64, dp:0.4, wd:0.0005, layer 2 
epoch 1 | train ACC 23.8095 % | test ACC 25.5556 % | train loss 0.0105
epoch 11 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.0097
epoch 21 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0094
epoch 31 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0091
epoch 41 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0092
epoch 51 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.009
epoch 61 | train ACC 57.1429 % | test ACC 41.1111 % | train loss 0.009
epoch 71 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.009
epoch 81 | train ACC 57.1429 % | test ACC 43.3333 % | train loss 0.0086
epoch 91 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0086
epoch 101 | train ACC 42.8571 % | test ACC 40.0 % | train loss 0.0088
epoch 111 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.0086
epoch 121 | train ACC 61.9048 % | test ACC 42.2222 % | train loss 0.0086
epoch 131 | train ACC 57.1429 % | test ACC 43.3333 % | train loss 0.0083
epoch 141 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0088
epoch 151 | train ACC 57.1429 % | test ACC 46.6667 % | train loss 0.0085
epoch 161 | train ACC 61.9048 % | test ACC 41.1111 % | train loss 0.0081
epoch 171 | train ACC 61.9048 % | test ACC 43.3333 % | train loss 0.0081
epoch 181 | train ACC 61.9048 % | test ACC 45.5556 % | train loss 0.0081
epoch 191 | train ACC 66.6667 % | test ACC 41.1111 % | train loss 0.0081
2layers, Final test  ACC: 44.4444 %
hd:64, dp:0.4, wd:0.0005, layer 3 
epoch 1 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0105
epoch 11 | train ACC 42.8571 % | test ACC 40.0 % | train loss 0.009
epoch 21 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0088
epoch 31 | train ACC 42.8571 % | test ACC 51.1111 % | train loss 0.0081
epoch 41 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0076
epoch 51 | train ACC 42.8571 % | test ACC 40.0 % | train loss 0.0075
epoch 61 | train ACC 76.1905 % | test ACC 54.4444 % | train loss 0.0067
epoch 71 | train ACC 80.9524 % | test ACC 51.1111 % | train loss 0.0072
epoch 81 | train ACC 66.6667 % | test ACC 48.8889 % | train loss 0.0068
epoch 91 | train ACC 80.9524 % | test ACC 56.6667 % | train loss 0.0059
epoch 101 | train ACC 76.1905 % | test ACC 56.6667 % | train loss 0.0063
epoch 111 | train ACC 95.2381 % | test ACC 56.6667 % | train loss 0.0041
epoch 121 | train ACC 95.2381 % | test ACC 50.0 % | train loss 0.004
epoch 131 | train ACC 100.0 % | test ACC 56.6667 % | train loss 0.0037
epoch 141 | train ACC 100.0 % | test ACC 47.7778 % | train loss 0.0033
epoch 151 | train ACC 95.2381 % | test ACC 61.1111 % | train loss 0.004
epoch 161 | train ACC 100.0 % | test ACC 50.0 % | train loss 0.0039
epoch 171 | train ACC 90.4762 % | test ACC 61.1111 % | train loss 0.0043
epoch 181 | train ACC 95.2381 % | test ACC 58.8889 % | train loss 0.0035
epoch 191 | train ACC 95.2381 % | test ACC 58.8889 % | train loss 0.0036
3layers, Final test  ACC: 65.5556 %
hd:64, dp:0.4, wd:0.0005, layer 4 
epoch 1 | train ACC 42.8571 % | test ACC 35.5556 % | train loss 0.0105
epoch 11 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.009
epoch 21 | train ACC 47.6191 % | test ACC 44.4444 % | train loss 0.0084
epoch 31 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0077
epoch 41 | train ACC 76.1905 % | test ACC 54.4444 % | train loss 0.0066
epoch 51 | train ACC 57.1429 % | test ACC 48.8889 % | train loss 0.0065
epoch 61 | train ACC 42.8571 % | test ACC 55.5556 % | train loss 0.0075
epoch 71 | train ACC 57.1429 % | test ACC 52.2222 % | train loss 0.0067
epoch 81 | train ACC 85.7143 % | test ACC 60.0 % | train loss 0.004
epoch 91 | train ACC 71.4286 % | test ACC 60.0 % | train loss 0.0059
epoch 101 | train ACC 100.0 % | test ACC 54.4444 % | train loss 0.0037
epoch 111 | train ACC 100.0 % | test ACC 51.1111 % | train loss 0.0031
epoch 121 | train ACC 95.2381 % | test ACC 52.2222 % | train loss 0.0043
epoch 131 | train ACC 95.2381 % | test ACC 48.8889 % | train loss 0.0036
epoch 141 | train ACC 95.2381 % | test ACC 56.6667 % | train loss 0.0049
epoch 151 | train ACC 95.2381 % | test ACC 58.8889 % | train loss 0.0041
epoch 161 | train ACC 100.0 % | test ACC 61.1111 % | train loss 0.0027
epoch 171 | train ACC 95.2381 % | test ACC 56.6667 % | train loss 0.0035
epoch 181 | train ACC 95.2381 % | test ACC 57.7778 % | train loss 0.0032
epoch 191 | train ACC 100.0 % | test ACC 53.3333 % | train loss 0.0028
4layers, Final test  ACC: 57.7778 %
hd:64, dp:0.4, wd:0.0005, layer 5 
epoch 1 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0105
epoch 11 | train ACC 33.3333 % | test ACC 40.0 % | train loss 0.0094
epoch 21 | train ACC 42.8571 % | test ACC 51.1111 % | train loss 0.0083
epoch 31 | train ACC 71.4286 % | test ACC 57.7778 % | train loss 0.0074
epoch 41 | train ACC 66.6667 % | test ACC 48.8889 % | train loss 0.0065
epoch 51 | train ACC 52.381 % | test ACC 57.7778 % | train loss 0.007
epoch 61 | train ACC 61.9048 % | test ACC 53.3333 % | train loss 0.0067
epoch 71 | train ACC 57.1429 % | test ACC 48.8889 % | train loss 0.0061
epoch 81 | train ACC 57.1429 % | test ACC 48.8889 % | train loss 0.0089
epoch 91 | train ACC 52.381 % | test ACC 53.3333 % | train loss 0.0073
epoch 101 | train ACC 61.9048 % | test ACC 50.0 % | train loss 0.0071
epoch 111 | train ACC 61.9048 % | test ACC 61.1111 % | train loss 0.0066
epoch 121 | train ACC 52.381 % | test ACC 51.1111 % | train loss 0.0066
epoch 131 | train ACC 61.9048 % | test ACC 55.5556 % | train loss 0.0059
epoch 141 | train ACC 57.1429 % | test ACC 53.3333 % | train loss 0.006
epoch 151 | train ACC 57.1429 % | test ACC 53.3333 % | train loss 0.0062
epoch 161 | train ACC 61.9048 % | test ACC 48.8889 % | train loss 0.0058
epoch 171 | train ACC 52.381 % | test ACC 56.6667 % | train loss 0.0075
epoch 181 | train ACC 61.9048 % | test ACC 56.6667 % | train loss 0.0076
epoch 191 | train ACC 47.619 % | test ACC 56.6667 % | train loss 0.0071
5layers, Final test  ACC: 56.6667 %
hd:64, dp:0.4, wd:0.0005, layer 6 
epoch 1 | train ACC 52.381 % | test ACC 37.7778 % | train loss 0.0105
epoch 11 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0087
epoch 21 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.0076
epoch 31 | train ACC 61.9048 % | test ACC 47.7778 % | train loss 0.0073
epoch 41 | train ACC 71.4286 % | test ACC 46.6667 % | train loss 0.0066
epoch 51 | train ACC 57.1429 % | test ACC 54.4444 % | train loss 0.0074
epoch 61 | train ACC 66.6667 % | test ACC 60.0 % | train loss 0.0062
epoch 71 | train ACC 57.1429 % | test ACC 52.2222 % | train loss 0.013
epoch 81 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0094
epoch 91 | train ACC 52.381 % | test ACC 50.0 % | train loss 0.0073
epoch 101 | train ACC 57.1429 % | test ACC 41.1111 % | train loss 0.0071
epoch 111 | train ACC 57.1429 % | test ACC 56.6667 % | train loss 0.0064
epoch 121 | train ACC 52.381 % | test ACC 53.3333 % | train loss 0.0062
epoch 131 | train ACC 57.1429 % | test ACC 51.1111 % | train loss 0.0065
epoch 141 | train ACC 42.8571 % | test ACC 52.2222 % | train loss 0.0106
epoch 151 | train ACC 33.3333 % | test ACC 45.5556 % | train loss 0.0102
epoch 161 | train ACC 33.3333 % | test ACC 47.7778 % | train loss 0.0099
epoch 171 | train ACC 33.3333 % | test ACC 48.8889 % | train loss 0.0092
epoch 181 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0078
