dataset: ALLAML | 2 classes | 7129 features | deivce: cpu
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0397
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0177
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0825
epoch 101 | train ACC 64.2857 % | test ACC 60.3448 % | train loss 0.264
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.3048
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.2196
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1432
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0938
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0631
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0439
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0323
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0246
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0265
4layers, Final test  ACC: 65.5172 %
hd:128, dp:0.4, wd:0.05, layer 5 
epoch 1 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1821
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0954
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0514
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0207
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0129
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0093
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0077
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0084
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0084
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0072
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0079
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0084
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0072
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0075
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0077
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
5layers, Final test  ACC: 65.5172 %
hd:128, dp:0.4, wd:0.05, layer 6 
epoch 1 | train ACC 35.7143 % | test ACC 34.4828 % | train loss 0.1855
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0752
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0298
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0171
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0106
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0107
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0089
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0091
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0083
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.009
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0092
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0087
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0079
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0077
6layers, Final test  ACC: 65.5172 %
hd:128, dp:0.4, wd:0.05, layer 7 
epoch 1 | train ACC 42.8571 % | test ACC 34.4828 % | train loss 0.1847
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0399
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0194
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0118
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0099
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.009
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0092
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0087
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0098
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0106
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0077
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0113
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0118
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0085
7layers, Final test  ACC: 65.5172 %
hd:128, dp:0.4, wd:0.05, layer 8 
epoch 1 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1837
epoch 11 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0346
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0177
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0129
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0105
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0094
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0086
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0089
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0085
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0085
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0084
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0083
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0079
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0131
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0116
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0095
8layers, Final test  ACC: 65.5172 %
Layer 1, Acc:0.5862069129943848, F:0.6746, Pr:0.6667, Auc:0.6791, Rec:0.6667
Layer 2, Acc:0.58620685338974, F:0.5918, Pr:0.625, Auc:0.5349, Rec:0.625
Layer 3, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 4, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 5, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 6, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 3, max_Acc:65.517247, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
hd:128, dp:0.5, wd:0.0005, layer 1 
epoch 1 | train ACC 28.5714 % | test ACC 44.8276 % | train loss 0.0209
epoch 11 | train ACC 100.0 % | test ACC 60.3448 % | train loss 0.0051
epoch 21 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0049
epoch 31 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0049
epoch 41 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0048
epoch 51 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0048
epoch 61 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0048
epoch 71 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0048
epoch 81 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0048
epoch 91 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0048
epoch 101 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0048
epoch 111 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0048
epoch 121 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0048
epoch 131 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0047
epoch 141 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0048
epoch 151 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0048
epoch 161 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0047
epoch 171 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0047
epoch 181 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0047
epoch 191 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0047
1layers, Final test  ACC: 72.4138 %
hd:128, dp:0.5, wd:0.0005, layer 2 
epoch 1 | train ACC 50.0 % | test ACC 51.7241 % | train loss 0.0218
epoch 11 | train ACC 78.5714 % | test ACC 53.4483 % | train loss 0.0284
epoch 21 | train ACC 78.5714 % | test ACC 68.9655 % | train loss 0.2201
epoch 31 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.0631
epoch 41 | train ACC 78.5714 % | test ACC 55.1724 % | train loss 0.1173
epoch 51 | train ACC 85.7143 % | test ACC 67.2414 % | train loss 0.2682
epoch 61 | train ACC 78.5714 % | test ACC 55.1724 % | train loss 0.1697
epoch 71 | train ACC 78.5714 % | test ACC 46.5517 % | train loss 0.0457
epoch 81 | train ACC 78.5714 % | test ACC 63.7931 % | train loss 0.0669
epoch 91 | train ACC 71.4286 % | test ACC 63.7931 % | train loss 0.1016
epoch 101 | train ACC 85.7143 % | test ACC 58.6207 % | train loss 0.0927
epoch 111 | train ACC 71.4286 % | test ACC 60.3448 % | train loss 0.0618
epoch 121 | train ACC 85.7143 % | test ACC 62.069 % | train loss 0.0668
epoch 131 | train ACC 85.7143 % | test ACC 65.5172 % | train loss 0.0543
epoch 141 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0341
epoch 151 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0257
epoch 161 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0322
epoch 171 | train ACC 92.8571 % | test ACC 65.5172 % | train loss 0.0247
epoch 181 | train ACC 92.8571 % | test ACC 70.6897 % | train loss 0.0276
epoch 191 | train ACC 92.8571 % | test ACC 60.3448 % | train loss 0.0329
2layers, Final test  ACC: 81.0345 %
hd:128, dp:0.5, wd:0.0005, layer 3 
epoch 1 | train ACC 42.8571 % | test ACC 53.4483 % | train loss 0.0137
epoch 11 | train ACC 42.8571 % | test ACC 58.6207 % | train loss 0.3373
epoch 21 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.1206
epoch 31 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.0849
epoch 41 | train ACC 85.7143 % | test ACC 65.5172 % | train loss 0.0369
epoch 51 | train ACC 85.7143 % | test ACC 62.069 % | train loss 0.0877
epoch 61 | train ACC 78.5714 % | test ACC 60.3448 % | train loss 0.0457
epoch 71 | train ACC 92.8571 % | test ACC 70.6897 % | train loss 0.0384
epoch 81 | train ACC 92.8571 % | test ACC 58.6207 % | train loss 0.0162
epoch 91 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0198
epoch 101 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0138
epoch 111 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0127
epoch 121 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0119
epoch 131 | train ACC 100.0 % | test ACC 79.3103 % | train loss 0.0118
epoch 141 | train ACC 100.0 % | test ACC 81.0345 % | train loss 0.0109
epoch 151 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0134
epoch 161 | train ACC 100.0 % | test ACC 79.3103 % | train loss 0.0105
epoch 171 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0101
epoch 181 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0097
epoch 191 | train ACC 100.0 % | test ACC 79.3103 % | train loss 0.0103
3layers, Final test  ACC: 81.0345 %
hd:128, dp:0.5, wd:0.0005, layer 4 
epoch 1 | train ACC 64.2857 % | test ACC 43.1034 % | train loss 0.0098
epoch 11 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.0231
epoch 21 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0303
epoch 31 | train ACC 42.8571 % | test ACC 46.5517 % | train loss 0.1179
epoch 41 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0347
epoch 51 | train ACC 71.4286 % | test ACC 74.1379 % | train loss 0.0183
epoch 61 | train ACC 85.7143 % | test ACC 72.4138 % | train loss 0.015
epoch 71 | train ACC 92.8571 % | test ACC 68.9655 % | train loss 0.0128
epoch 81 | train ACC 85.7143 % | test ACC 67.2414 % | train loss 0.0179
epoch 91 | train ACC 85.7143 % | test ACC 72.4138 % | train loss 0.0171
epoch 101 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0134
epoch 111 | train ACC 85.7143 % | test ACC 62.069 % | train loss 0.0247
epoch 121 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0173
epoch 131 | train ACC 92.8571 % | test ACC 62.069 % | train loss 0.0222
epoch 141 | train ACC 92.8571 % | test ACC 68.9655 % | train loss 0.0153
epoch 151 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0153
epoch 161 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0149
epoch 171 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.014
epoch 181 | train ACC 92.8571 % | test ACC 70.6896 % | train loss 0.0139
epoch 191 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0145
4layers, Final test  ACC: 74.1379 %
hd:128, dp:0.5, wd:0.0005, layer 5 
epoch 1 | train ACC 35.7143 % | test ACC 46.5517 % | train loss 0.0144
epoch 11 | train ACC 64.2857 % | test ACC 44.8276 % | train loss 0.0151
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.024
epoch 31 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0149
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0142
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0129
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.012
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0106
epoch 81 | train ACC 78.5714 % | test ACC 68.9655 % | train loss 0.0097
epoch 91 | train ACC 92.8571 % | test ACC 68.9655 % | train loss 0.0067
epoch 101 | train ACC 85.7143 % | test ACC 67.2414 % | train loss 0.0982
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0813
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0297
epoch 131 | train ACC 85.7143 % | test ACC 75.8621 % | train loss 0.0204
epoch 141 | train ACC 92.8571 % | test ACC 55.1724 % | train loss 0.0149
epoch 151 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0133
epoch 161 | train ACC 100.0 % | test ACC 58.6207 % | train loss 0.0115
epoch 171 | train ACC 100.0 % | test ACC 58.6207 % | train loss 0.0099
epoch 181 | train ACC 100.0 % | test ACC 58.6207 % | train loss 0.0094
epoch 191 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0084
5layers, Final test  ACC: 79.3103 %
hd:128, dp:0.5, wd:0.0005, layer 6 
epoch 1 | train ACC 57.1429 % | test ACC 32.7586 % | train loss 0.0115
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0151
epoch 21 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.014
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0144
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0132
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.011
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0106
epoch 71 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.012
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0141
epoch 91 | train ACC 57.1429 % | test ACC 51.7241 % | train loss 0.0204
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0163
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0148
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0135
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0127
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0123
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0115
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0113
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0111
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0137
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0135
6layers, Final test  ACC: 65.5172 %
hd:128, dp:0.5, wd:0.0005, layer 7 
epoch 1 | train ACC 35.7143 % | test ACC 34.4828 % | train loss 0.0123
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0125
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0128
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0128
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0116
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0108
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0096
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0089
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0091
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0097
epoch 111 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0114
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0121
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0114
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0113
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0114
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0105
epoch 171 | train ACC 42.8571 % | test ACC 55.1724 % | train loss 0.0302
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0179
epoch 191 | train ACC 64.2857 % | test ACC 60.3448 % | train loss 0.0168
7layers, Final test  ACC: 65.5172 %
hd:128, dp:0.5, wd:0.0005, layer 8 
epoch 1 | train ACC 35.7143 % | test ACC 34.4828 % | train loss 0.0139
epoch 11 | train ACC 21.4286 % | test ACC 36.2069 % | train loss 0.0221
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0136
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0123
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0114
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0108
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0105
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0094
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0083
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0115
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0196
epoch 121 | train ACC 64.2857 % | test ACC 53.4483 % | train loss 0.0215
epoch 131 | train ACC 50.0 % | test ACC 46.5517 % | train loss 0.0292
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0257
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0228
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0234
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.022
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0213
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0215
8layers, Final test  ACC: 65.5172 %
Layer 1, Acc:0.7241379618644714, F:0.7755, Pr:0.7778, Auc:0.7455, Rec:0.7778
Layer 2, Acc:0.8103448152542114, F:0.8401, Pr:0.8472, Auc:0.7987, Rec:0.8472
Layer 3, Acc:0.8103448152542114, F:0.8401, Pr:0.8472, Auc:0.7987, Rec:0.8472
Layer 4, Acc:0.7413793206214905, F:0.749, Pr:0.7778, Auc:0.6894, Rec:0.7778
Layer 5, Acc:0.7931034564971924, F:0.7987, Pr:0.8194, Auc:0.74, Rec:0.8194
Layer 6, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 2, max_Acc:81.034482, F:0.8401, Pr:0.8472, Auc:0.7987, Rec:0.8472
hd:128, dp:0.5, wd:0.005, layer 1 
epoch 1 | train ACC 71.4286 % | test ACC 50.0 % | train loss 0.0091
epoch 11 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0064
epoch 21 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0068
epoch 31 | train ACC 92.8571 % | test ACC 70.6897 % | train loss 0.007
epoch 41 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0069
epoch 51 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0069
epoch 61 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0068
epoch 71 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0067
epoch 81 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0066
epoch 91 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0065
epoch 101 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0064
epoch 111 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0064
epoch 121 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0063
epoch 131 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0062
epoch 141 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0061
epoch 151 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0061
epoch 161 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.006
epoch 171 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.006
epoch 181 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0059
epoch 191 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0059
1layers, Final test  ACC: 79.3103 %
hd:128, dp:0.5, wd:0.005, layer 2 
epoch 1 | train ACC 35.7143 % | test ACC 60.3448 % | train loss 0.0339
epoch 11 | train ACC 78.5714 % | test ACC 65.5172 % | train loss 0.0895
epoch 21 | train ACC 71.4286 % | test ACC 63.7931 % | train loss 0.1362
epoch 31 | train ACC 71.4286 % | test ACC 55.1724 % | train loss 0.2403
epoch 41 | train ACC 78.5714 % | test ACC 60.3448 % | train loss 0.2027
epoch 51 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.1632
epoch 61 | train ACC 78.5714 % | test ACC 53.4483 % | train loss 0.1628
epoch 71 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.1365
epoch 81 | train ACC 71.4286 % | test ACC 51.7241 % | train loss 0.1266
epoch 91 | train ACC 71.4286 % | test ACC 41.3793 % | train loss 0.2138
epoch 101 | train ACC 78.5714 % | test ACC 53.4483 % | train loss 0.1618
epoch 111 | train ACC 78.5714 % | test ACC 48.2759 % | train loss 0.2806
epoch 121 | train ACC 78.5714 % | test ACC 56.8966 % | train loss 0.1769
epoch 131 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.4823
epoch 141 | train ACC 64.2857 % | test ACC 46.5517 % | train loss 0.3166
epoch 151 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.5528
epoch 161 | train ACC 64.2857 % | test ACC 48.2759 % | train loss 0.5205
epoch 171 | train ACC 78.5714 % | test ACC 56.8965 % | train loss 0.6978
epoch 181 | train ACC 71.4286 % | test ACC 48.2759 % | train loss 0.2938
epoch 191 | train ACC 50.0 % | test ACC 50.0 % | train loss 0.4619
2layers, Final test  ACC: 53.4483 %
hd:128, dp:0.5, wd:0.005, layer 3 
epoch 1 | train ACC 35.7143 % | test ACC 36.2069 % | train loss 0.0377
epoch 11 | train ACC 64.2857 % | test ACC 48.2759 % | train loss 0.2378
epoch 21 | train ACC 71.4286 % | test ACC 67.2414 % | train loss 0.0833
epoch 31 | train ACC 78.5714 % | test ACC 60.3448 % | train loss 0.1078
epoch 41 | train ACC 78.5714 % | test ACC 62.069 % | train loss 0.0837
epoch 51 | train ACC 64.2857 % | test ACC 56.8965 % | train loss 0.1442
epoch 61 | train ACC 78.5714 % | test ACC 51.7241 % | train loss 0.1568
epoch 71 | train ACC 78.5714 % | test ACC 65.5172 % | train loss 0.1707
epoch 81 | train ACC 92.8571 % | test ACC 70.6897 % | train loss 0.1015
epoch 91 | train ACC 92.8571 % | test ACC 56.8965 % | train loss 0.1026
epoch 101 | train ACC 92.8571 % | test ACC 60.3448 % | train loss 0.0855
epoch 111 | train ACC 92.8571 % | test ACC 56.8965 % | train loss 0.0737
epoch 121 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0641
epoch 131 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0553
epoch 141 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0524
epoch 151 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0509
epoch 161 | train ACC 100.0 % | test ACC 75.8621 % | train loss 0.0442
